    1    0.26923E-02    0.38387E-10    0.38387E-10    0.20746E+02    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
    2    0.10769E-01   -0.35527E-14   -0.39968E-14    0.82985E+02    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
    3    0.21538E-01   -0.15362E-10   -0.15363E-10    0.16597E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
    4    0.33468E-01   -0.45014E-02   -0.45014E-02    0.18471E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.18755E-03   -0.54140E-04   -0.54140E-04    0.10828E-03    0.00000E+00    0.00000E+00    0.00000E+00   -0.41332E+00   -0.41332E+00    0.82665E+00    0.00000E+00
    5    0.43167E-01    0.26229E-01    0.26229E-01    0.18601E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.35426E-03   -0.10227E-03   -0.10227E-03    0.20453E-03    0.00000E+00    0.00000E+00    0.00000E+00   -0.77140E+00   -0.77140E+00    0.15428E+01    0.00000E+00
    6    0.52895E-01    0.26741E-01    0.26741E-01    0.18726E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.52157E-03   -0.15056E-03   -0.15056E-03    0.30113E-03    0.00000E+00    0.00000E+00    0.00000E+00   -0.11222E+01   -0.11222E+01    0.22443E+01    0.00000E+00
    7    0.62628E-01    0.26243E-01    0.26243E-01    0.18847E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.68901E-03   -0.19890E-03   -0.19890E-03    0.39780E-03    0.00000E+00    0.00000E+00    0.00000E+00   -0.14648E+01   -0.14648E+01    0.29295E+01    0.00000E+00
    8    0.72367E-01    0.25719E-01    0.25719E-01    0.18967E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.85657E-03   -0.24727E-03   -0.24727E-03    0.49454E-03    0.00000E+00    0.00000E+00    0.00000E+00   -0.17994E+01   -0.17994E+01    0.35987E+01    0.00000E+00
    9    0.82111E-01    0.25206E-01    0.25206E-01    0.19083E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.10242E-02   -0.29567E-03   -0.29567E-03    0.59135E-03    0.00000E+00    0.00000E+00    0.00000E+00   -0.21261E+01   -0.21261E+01    0.42523E+01    0.00000E+00
   10    0.91860E-01    0.24703E-01    0.24703E-01    0.19198E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.11920E-02   -0.34411E-03   -0.34411E-03    0.68822E-03    0.00000E+00    0.00000E+00    0.00000E+00   -0.24453E+01   -0.24453E+01    0.48905E+01    0.00000E+00
   11    0.10161E+00    0.24212E-01    0.24212E-01    0.19310E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.13599E-02   -0.39257E-03   -0.39257E-03    0.78515E-03    0.00000E+00    0.00000E+00    0.00000E+00   -0.27569E+01   -0.27569E+01    0.55138E+01    0.00000E+00
   12    0.11137E+00    0.23732E-01    0.23732E-01    0.19420E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.15279E-02   -0.44107E-03   -0.44107E-03    0.88214E-03    0.00000E+00    0.00000E+00    0.00000E+00   -0.30612E+01   -0.30612E+01    0.61225E+01    0.00000E+00
   13    0.12114E+00    0.23262E-01    0.23262E-01    0.19528E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.16960E-02   -0.48959E-03   -0.48959E-03    0.97919E-03    0.00000E+00    0.00000E+00    0.00000E+00   -0.33584E+01   -0.33584E+01    0.67168E+01    0.00000E+00
   14    0.13090E+00    0.22803E-01    0.22803E-01    0.19633E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.18642E-02   -0.53815E-03   -0.53815E-03    0.10763E-02    0.00000E+00    0.00000E+00    0.00000E+00   -0.36486E+01   -0.36486E+01    0.72971E+01    0.00000E+00
   15    0.14068E+00    0.22354E-01    0.22354E-01    0.19737E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.20325E-02   -0.58673E-03   -0.58673E-03    0.11735E-02    0.00000E+00    0.00000E+00    0.00000E+00   -0.39319E+01   -0.39319E+01    0.78638E+01    0.00000E+00
   16    0.15045E+00    0.21915E-01    0.21915E-01    0.19838E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.22009E-02   -0.63534E-03   -0.63534E-03    0.12707E-02    0.00000E+00    0.00000E+00    0.00000E+00   -0.42085E+01   -0.42085E+01    0.84171E+01    0.00000E+00
   17    0.16024E+00    0.21486E-01    0.21486E-01    0.19938E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.23694E-02   -0.68398E-03   -0.68398E-03    0.13680E-02    0.00000E+00    0.00000E+00    0.00000E+00   -0.44787E+01   -0.44787E+01    0.89573E+01    0.00000E+00
   18    0.17002E+00    0.21066E-01    0.21066E-01    0.20036E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.25379E-02   -0.73264E-03   -0.73264E-03    0.14653E-02    0.00000E+00    0.00000E+00    0.00000E+00   -0.47424E+01   -0.47424E+01    0.94848E+01    0.00000E+00
   19    0.18471E+00    0.20454E-01    0.20454E-01    0.20178E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.27910E-02   -0.80568E-03   -0.80568E-03    0.16114E-02    0.00000E+00    0.00000E+00    0.00000E+00   -0.51263E+01   -0.51263E+01    0.10253E+02    0.00000E+00
   20    0.19450E+00    0.20058E-01    0.20058E-01    0.20271E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.29598E-02   -0.85441E-03   -0.85441E-03    0.17088E-02    0.00000E+00    0.00000E+00    0.00000E+00   -0.53747E+01   -0.53747E+01    0.10749E+02    0.00000E+00
   21    0.20430E+00    0.19670E-01    0.19670E-01    0.20362E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.31286E-02   -0.90316E-03   -0.90316E-03    0.18063E-02    0.00000E+00    0.00000E+00    0.00000E+00   -0.56172E+01   -0.56172E+01    0.11234E+02    0.00000E+00
   22    0.21411E+00    0.19291E-01    0.19291E-01    0.20452E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.32976E-02   -0.95193E-03   -0.95193E-03    0.19039E-02    0.00000E+00    0.00000E+00    0.00000E+00   -0.58539E+01   -0.58539E+01    0.11708E+02    0.00000E+00
   23    0.22391E+00    0.18921E-01    0.18921E-01    0.20539E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.34666E-02   -0.10007E-02   -0.10007E-02    0.20015E-02    0.00000E+00    0.00000E+00    0.00000E+00   -0.60851E+01   -0.60851E+01    0.12170E+02    0.00000E+00
   24    0.23373E+00    0.18559E-01    0.18559E-01    0.20625E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.36358E-02   -0.10496E-02   -0.10496E-02    0.20991E-02    0.00000E+00    0.00000E+00    0.00000E+00   -0.63107E+01   -0.63107E+01    0.12621E+02    0.00000E+00
   25    0.24354E+00    0.18205E-01    0.18205E-01    0.20710E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.38050E-02   -0.10984E-02   -0.10984E-02    0.21968E-02    0.00000E+00    0.00000E+00    0.00000E+00   -0.65309E+01   -0.65309E+01    0.13062E+02    0.00000E+00
   26    0.25336E+00    0.17859E-01    0.17859E-01    0.20792E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.39742E-02   -0.11473E-02   -0.11473E-02    0.22945E-02    0.00000E+00    0.00000E+00    0.00000E+00   -0.67459E+01   -0.67459E+01    0.13492E+02    0.00000E+00
   27    0.26318E+00    0.17521E-01    0.17521E-01    0.20874E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.41436E-02   -0.11961E-02   -0.11961E-02    0.23923E-02    0.00000E+00    0.00000E+00    0.00000E+00   -0.69557E+01   -0.69557E+01    0.13911E+02    0.00000E+00
   28    0.27300E+00    0.17191E-01    0.17191E-01    0.20953E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.43130E-02   -0.12451E-02   -0.12451E-02    0.24901E-02    0.00000E+00    0.00000E+00    0.00000E+00   -0.71606E+01   -0.71606E+01    0.14321E+02    0.00000E+00
   29    0.28283E+00    0.16869E-01    0.16869E-01    0.21031E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.44825E-02   -0.12940E-02   -0.12940E-02    0.25880E-02    0.00000E+00    0.00000E+00    0.00000E+00   -0.73605E+01   -0.73605E+01    0.14721E+02    0.00000E+00
   30    0.29266E+00    0.16553E-01    0.16553E-01    0.21108E+03    0.00000E+00    0.00000E+00    0.00000E+00    0.46521E-02   -0.13429E-02   -0.13429E-02    0.26859E-02    0.00000E+00    0.00000E+00    0.00000E+00   -0.75557E+01   -0.75557E+01    0.15111E+02    0.00000E+00
